id,filename,collection
740,"Netherland_District Court case no 2017_ 5965 (ECLI_NL_RBZWB_2017_5965).pdf",Netherlands
741,"Netherland_District Court of Arnhem_Case No ECLI_NL_RBARN_2007_BA0339.pdf",Netherlands
742,"Netherlands _Court of Appeals_Case No 22_00587_Jun 2023.pdf",Netherlands
743,"Netherlands_Appellate Court of Amsterdam V-N 2004_39.9..pdf",Netherlands
744,"Netherlands_Case No 22_358 to 22_361.pdf",Netherlands
745,"Netherlands_Case No 22_01909 and 22_03307 – ECLI_NL_PHR_2023_226.pdf",Netherlands
746,"Netherlands_Case No 39542, ECLI_NL_HR_2004_AO9474.pdf",Netherlands
747,"Netherlands_Case No AWB-16_5664 (ECLI_NL_RBNHO_2022_9062).pdf",Netherlands
748,"Netherlands_Case No C‑585_22_October 2024.pdf",Netherlands
749,"Netherlands_Case No ECLI_NL_RBNHO_2022_8936.pdf",Netherlands
750,"Netherlands_Case No. 15_00707 (Sept 2016).pdf",Netherlands
751,"Netherlands_Case No. ECLI_NL_RBGEL_2021_3382.pdf",Netherlands
752,"Netherlands_Council for Tax Affairs of Aruba_ Case No 2010_45712.pdf",Netherlands
753,"Netherlands_Court of Appeal Case No ECLI_NL_ GHARL_2023_3929.pdf",Netherlands
754,"Netherlands_Court of Appeal Case No ECLI_NL_GHSHE_2020_968.pdf",Netherlands
755,"Netherlands_Court of Appeal Case No. ECLI_NL_GHSHE_2022_1198.pdf",Netherlands
756,"Netherlands_Court of Appeal, Case No 22_2419.pdf",Netherlands
757,"Netherlands_Court of Hague_Case No AWB-21_4016_July 2023.pdf",Netherlands
758,"Netherlands_District Court Case No 01_04083 ECLI_NL_GHAMS_2003_AJ6865.pdf",Netherlands
759,"Netherlands_District Court Case No. ECLI_NL_RBZWB_2019_4920.pdf",Netherlands
760,"Netherlands_District Court_Case No AWB 06_288 (ECLI_NL_RBARN_2007_BA0339).pdf",Netherlands
761,"Netherlands_District Court_Case nr. 05_1352, (ECLI_NL_RBBRE_2007_BA5078).pdf",Netherlands
762,"Netherlands_European Court of Justice – AG Opinion_Case No C‑585_22 (March 2024).pdf",Netherlands
763,"Netherlands_North Holland District Court_Case No AWB – 20_4350_Dec 2023.pdf",Netherlands
764,"Netherlands_North Holland District Court_Case No AWB – 21 _ 4607_Feb 2024.pdf",Netherlands
765,"Netherlands_Rechtbank ZWB No BRE 15_5683 (ECLI_NL_RBZWB_2017_5965).pdf",Netherlands
766,"Netherlands_Supreme Court Case No 2016_1031 (14_05100).pdf",Netherlands
767,"Netherlands_Supreme Court Case No 32997 ECLI_NL_HR_1998_AA2288.pdf",Netherlands
768,"Netherlands_Supreme Court Case No 36446, ECLI_NL_HR_2002_AE4718.pdf",Netherlands
769,"Netherlands_Supreme Court_Case No 11_00762 ECLI_NL_HR_2011_BT8777.pdf",Netherlands
770,"Netherlands_Supreme Court_Case No 21_01534 (March 2024).pdf",Netherlands
771,"Netherlands_Supreme Court_Case No 22_00587_Nov 2023.pdf",Netherlands
772,"Administrative Guidance Globe Rules Pillar Two Central Record Legislation Transitional Qualified Status.pdf",pillar2
773,"Administrative Guidance on Article 8.1.4 and 8.1.5 of the Global Anti-Base Erosion Model Rules (January 2025).pdf",pillar2
774,"Administrative Guidance on Article 9.1 of the Global Anti-Base Erosion Model Rules (January 2025).pdf",pillar2
775,"Administrative Guidance on the Global AntiBase Erosion Model Rules (Pillar Two) June 2024.pdf",pillar2
776,"GloBE Information Return XML Schema_User Guide for Tax Administrations.pdf",pillar2
777,"Multilateral Competent Authority Agreement on the Exchange of GloBE Information (January 2025).pdf",pillar2
778,"OECD GloBE Information Return (January 2025).pdf",pillar2
779,"OECD Pillar Two Examples.pdf",pillar2
780,"OECD Pillar Two_FAQ.pdf",pillar2
781,"Pillar Two Fact Sheet.pdf",pillar2
782,"Qualified Status under the Global Minimum Tax – Questions and Answers.pdf",pillar2
783,"Safe Harbours and Penalty Relief- Global Anti-Base Erosion Rules (Pillar Two).pdf",pillar2
784,"Consolidated Commentary to the Global Anti-Base Erosion Model Rules (2023).pdf",pillar2
785,"IAS 12 Amendement Pillar Two Disclosure.pdf",pillar2
786,"OECD Pillar 2 Model Rules.pdf",pillar2
787,"Draft QDMTT Return.pdf",pillar2_Belgium
788,"Explanatory Memorandum [DOC 55 3678_001].pdf",pillar2_Belgium
789,"Law on Miscellaneous Tax Provisions [C − 2024_004641].pdf",pillar2_Belgium
790,"Law on the introduction of a minimum tax for multinational enterprise groups and large domestic groups.pdf",pillar2_Belgium
791,"Royal Decree_July 7 2024.pdf",pillar2_Belgium
792,"EU Council Directives (2022_2523).pdf",pillar2_Belgium
793,"Amendment to Minimum Tax Act_Law No. 684 of 11.06.2024.pdf",pillar2_Denmark
794,"Draft Legislation (Bill 2024-4606).pdf",pillar2_Denmark
795,"Minimum Tax Act.pdf",pillar2_Denmark
796,"OECD (2025), Central Record, OECD_G20 Inclusive Framework on BEPS, OECD, Paris,.pdf",pillar2_Denmark
797,"EU Council Directives (2022_2523).pdf",pillar2_Denmark
798,"Suomen säädöskokoelma_917_2024 (December 2024).pdf",pillar2_Finland
799,"Suurten konsernien vähimmäisverotus - huomioitavat verot (12 March 2025).pdf",pillar2_Finland
800,"Suurten konsernien vähimmäisverotus (10 March 2025).pdf",pillar2_Finland
801,"EU Council Directives (2022_2523).pdf",pillar2_Finland
802,"Laki suurten konsernien vähimmäisverosta 1308_2023.pdf",pillar2_Finland
803,"EU Council Directives (2022_2523).pdf",pillar2_Slovenia
804,"ZAKON O MINIMALNEM DAVKU (ZMD).pdf",pillar2_Slovenia
805," Federal Direct Tax Law.pdf",pillar2_Switzerland
806,"Announcement_IIR to come into force in 2025.pdf",pillar2_Switzerland
807,"Communication-023-E-2025_Notice on Tax Treatment of Business Units Qualifying as PEs Under Domestic Minimum Tax Rules.pdf",pillar2_Switzerland
808,"Explantory Report.pdf",pillar2_Switzerland
809,"Ordinance on the Minimum Taxation of Large Corporate Groups.pdf",pillar2_Switzerland
810,"Amended Minimum Tax Ordinance.pdf",pillar2_Switzerland
811,"Explanatory Notes to Finance (No 2) Act 2023.pdf",pillar2_UK
812,"The Multinational Top-up Tax (Pillar 2 territories, qualifying domestic top-up taxes and accredited qualifying domestic top-up taxes) Regulations — 2025 (Apr 2025).pdf",pillar2_UK
813,"Amendment 1 to Schedule 4_Pillar 2.pdf",pillar2_UK
814,"Draft Legislation Pillar 2 Transitional CBCR Safe Harbour Anti-Arbitrage Rule.pdf",pillar2_UK
815,"Multinational Top-up Tax and Domestic Top-up Tax_Further Draft Guidance_September 2024.pdf",pillar2_UK
816,"Part 10 of Schedule 14 of F(No. 2)A 2023.pdf",pillar2_UK
817,"Pay Pillar 2 top-up taxes (Domestic Top-up Tax and Multinational Top-up Tax) - GOV.UK.pdf",pillar2_UK
818,"Replace the filing member for a Pillar 2 top-up taxes account - GOV.UK.pdf",pillar2_UK
819,"Report Pillar 2 top-up taxes.pdf",pillar2_UK
820,"UK_Finance (No. 2) Act 2023_Part 3 and Part 4.pdf",pillar2_UK
821,"UK_Multinational Top-up Tax Draft Guidance.pdf",pillar2_UK
822,"General Tax Act.pdf",pillar2_Germany
823,"Germany_Minimum Tax Act.pdf",pillar2_Germany
824,"Group Parent Notification Form.pdf",pillar2_Germany
825,"Guidance on the Treatment of Tax Transparent Partnerships for the CbCR Safe Harbour.pdf",pillar2_Germany
826,"EU Council Directives (2022_2523)_2.pdf",pillar2_Germany
827,"C.D.11 Transfer Pricing.pdf",Denmark
828,"CJ5 Valuation within transfer pricing (new section) [CJ5 Valuation within transfer pricing.pdf",Denmark
829,"Council Directive 2016_881_EU (DAC4).pdf",Denmark
830,"Country-by-Country Reporting _ Skat Summary Guide.pdf",Denmark
831,"Transfer pricing _ Skat_Guidance.pdf",Denmark
832," Denmark_Sections 47-52 of Tax Control Act 1535.pdf",Denmark
833,"CbC reporting guide of the Danish Tax Agency.pdf",Denmark
834,"Denmark_CbCR Notification Guide [ENG Translated].pdf",Denmark
835,"Executive Order 1304 of 14 November 2018.pdf",Denmark
836,"Executive Order on Country-by-Country Reporting.pdf",Denmark
837,"Executive Order on Documentation of the Pricing of Controlled Transactions.pdf",Denmark
838,"Executive Order on reporting of cross-border arrangements.pdf",Denmark
839,"Section 3B(10-16) of the Danish Tax Control Act Skattekontrollovens.pdf",Denmark
840,"Section 37-38 of Tax Control Act 1535 of 19 December 2017 compiled with later changes of 8 January 2024.pdf",Denmark
841,"Denmar_Tax Assessment Act.pdf",Denmark
842,"Denmark_Accenture_Case No BS-49398_2023-HJR and BS-47473_2023-HJR.pdf",Denmark
843,"Denmark_Adecco A_S, [June 2020, Supreme Court, Case No SKM2020.303.HR].pdf",Denmark
844,"Denmark_Advisory business ApS [June 2021, Court of Appeal, Case No SKM2021.335.OLR].pdf",Denmark
845,"Denmark_C-Advisory Business ApS November 2022, Supreme Court, Case No BS-22176_2021-HJR (SKM2023.8.HR).pdf",Denmark
846,"Denmark_Codan Forsikring A_S, August 2022, [Court of Appeal, Case no BS-11370_2020].pdf",Denmark
847,"Denmark_Consulting A_S, Court of Appeal [Case No B-0956-16 and BS-52532_2019-OLR (SKM2023.628.ØLR)].pdf",Denmark
848,"Denmark_Contract manufacturing [April 2018, Tax Tribunal, Case No SKM2018.173.LSR].pdf",Denmark
849,"Denmark_Copenhagen Airports Denmark Holdings ApS, February 2023, [Court of Appeal, Case No SKM2023.404.OLR].pdf",Denmark
850,"Denmark_Danish Branch, January 2020, Tax Tribunal [Case No SKM2020.30.LSR]pdf.pdf",Denmark
851,"Denmark_Danish Company and PE [December 2016, Tax Tribunal, SKM2017.115].pdf",Denmark
852,"Denmark_Danish Production Co. [October 2015, Supreme Court, case nr. SKM2015.659.HR].pdf",Denmark
853,"Denmark_EAC Invest A_S, October 2021, [Court of Appeal, Case No SKM2021.705.OLR].pdf",Denmark
854,"Denmark_ECCO A_S , October 2020, [Court of Appeal, Case No SKM2020.397.VLR].pdf",Denmark
855,"Denmark_EET Group A_S Court of Appeal [Case No SKM2024.506.ØLR (BS-6035_2021-OLR)].pdf",Denmark
856,"Denmark_Fashion Seller A_S [November 2021, Court of Appeal, Case No SKM2021.582.OLR].pdf",Denmark
857,"Denmark_H Borrower and Lender A_S [January 2021, Tax Tribunal, Case no SKM2021.33.LSR].pdf",Denmark
858,"Denmark_H Group, [April 2019, Tax Tribunal, Case No. SKM2019.207.LSR].pdf",Denmark
859,"Denmark_H1 [June 2013, Supreme Court, Case No SKM2013.699].pdf",Denmark
860,"Denmark_H1 A_S [ August 2016, Court of Appeal, Case No SKM2016.354.VLR].pdf",Denmark
861,"Denmark_H1 A_S [Court of Appeal, Case No SKM2020.224.VLR].pdf",Denmark
862,"Denmark_H1 A_S, [Oct 2019, Court of Appeal, Case No SKM2019.537.OLR].pdf",Denmark
863,"Denmark_H1 Denmark [March 2018, Court of Appeal, SKM2018.416.ØLR].pdf",Denmark
864,"Denmark_Heavy Transport Holding Denmark ApS, March 2021, [Court of Appeal, Cases B-721-13].pdf",Denmark
865,"Denmark_Hjorring [November 2018, Danish Supreme Court, Case No SKM2018.627.HR and SKM2018.635.HR].pdf",Denmark
866,"Denmark_IP ApS March 2023, Tax Tribunal [Case No. SKM2023.135.LSR].pdf",Denmark
867,"Denmark_Maersk Oil and Gas A_S (TotalEnergies EP Danmark A_S), Supreme Court [Case No BS-15265_2022-HJR and BS-16812_2022-HJR].pdf",Denmark
868,"Denmark_Maersk Oil and Gas A_S, March 2022, Court of Appeal [Case No BS-41574_2018 and BS-41577_2018].pdf",Denmark
869,"Denmark_MAN Energy Solutions [September 2019, Supreme Court, Case No SKM2019.486.HR].pdf",Denmark
870,"Denmark_Microsoft Denmark [January 2019, Danish Supreme Court, Case No SKM2019.136.HR].pdf",Denmark
871,"Denmark_NETAPP ApS and TDC A_S [May 2021, Court of Appeal, Cases B-1980-12 and B-2173-12].pdf",Denmark
872,"Denmark_NetApp Denmark ApS and TDC A_S, January 2023, Supreme Court, Cases 69_2021, 79_2021 and 70_2021.pdf",Denmark
873,"Denmark_October 2013, Tax Tribunal, [SKM2014.53.LSR].pdf",Denmark
874,"Denmark_Pharma Distributor, [Court of Appeal, Case No SKM2020.105.OLR].pdf",Denmark
875,"Denmark_Pharma Distributor, [SKM2017.187.LSR] 2017.pdf",Denmark
876,"Denmark_Production A_S [Feb 2018, Tax Tribunal, SKM2018.62.LSR].pdf",Denmark
877,"Denmark_Software A_S [September 2020, Tax Court, Case no SKM2020.387.LSR].pdf",Denmark
878,"Denmark_Soy A_S, Court of Appeal [SKM2023.316.ØLR].pdf",Denmark
879,"Denmark_Swiss Re. [February 2012, Supreme Court, SKM2012.92].pdf",Denmark
880,"Denmark_Takeda A_S (former Nycomed A_S) and NTC Parent S.à.r.l., [Supreme Court, Cases 116_2021 and 117_2021].pdf",Denmark
881,"Denmark_Takeda A_S and NTC Parent S.a.r.l., November 2021 [Court of Appeal, Cases B-2942-12 and B-171-13].pdf",Denmark
882,"Denmark_Tetra Pak Processing Systems A_S [April 2021, Supreme Court, Case No BS-19502_2020-HJR].pdf",Denmark
883,"OECD_Attribution of Profits to Permanent Establishments.pdf",OECD
886,"OECD_Common errors made by MNEs in preparing Country-by-Country reports.pdf",OECD
887,"OECD_Guidance on the appropriate use of information contained in Country-by-Country reports.pdf",OECD
888,"OECD_Guidance on the Implementation of Country-by-Country Reporting- BEPS Action 13 (May 2024).pdf",OECD
889,"OECD_CbCR_Handbook on Effective Implementation.pdf",OECD
890,"OECD_CbCR_Handbook on Effective Tax Risk Assessment.pdf",OECD
